EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
348,42,Male,Married,5,Other,Research & Development,Sales Representative,4,8,5,8,8,20,9,0,9176,15,1,14,Travel_Rarely,Yes,1,4,4,2,1,3,Yes
349,41,Female,Single,1,Marketing,Research & Development,Human Resources,2,1,1,1,1,1,6,3,5083,14,2,18,Travel_Rarely,Yes,3,2,3,4,2,3,Yes
350,30,Female,Married,3,Marketing,Research & Development,Manufacturing Director,3,4,4,4,4,4,1,2,7262,21,2,19,Travel_Rarely,No,3,3,2,1,3,3,No
351,24,Female,Single,4,Life Sciences,Research & Development,Manufacturing Director,5,3,3,3,3,8,2,0,12219,24,1,19,Travel_Rarely,No,4,1,4,4,1,3,No
352,53,Male,Single,1,Technical Degree,Research & Development,Manager,5,13,13,7,11,19,8,3,14320,23,0,10,Travel_Rarely,No,3,4,1,1,3,4,No
353,37,Female,Married,4,Medical,Sales,Manager,5,17,9,0,7,17,8,2,14453,23,3,20,Travel_Rarely,No,1,2,2,3,3,3,No
354,18,Female,Married,2,Marketing,Research & Development,Sales Representative,1,3,3,3,1,21,1,6,5505,21,1,21,Non-Travel,No,1,3,4,2,4,3,No
355,25,Female,Single,4,Medical,Sales,Sales Executive,4,7,2,7,1,7,2,2,12732,18,3,6,Travel_Rarely,No,1,4,1,1,4,4,Yes
356,33,Male,Divorced,5,Human Resources,Human Resources,Laboratory Technician,3,9,2,4,4,33,8,2,10789,21,2,17,Travel_Rarely,No,1,4,4,4,3,3,No
357,31,Female,Divorced,4,Life Sciences,Research & Development,Human Resources,4,8,8,8,0,8,0,1,11456,18,1,14,Travel_Frequently,No,4,4,1,1,2,3,No
358,29,Male,Married,1,Technical Degree,Human Resources,Manager,1,6,6,4,3,6,1,1,6152,15,0,13,Travel_Rarely,No,4,3,3,1,1,3,No
359,40,Male,Married,1,Human Resources,Research & Development,Manager,3,12,12,7,5,29,1,1,10772,14,3,8,Travel_Rarely,No,1,1,2,3,1,3,Yes
360,32,Male,Divorced,4,Human Resources,Research & Development,Healthcare Representative,3,3,3,0,3,17,9,2,10483,12,2,22,Travel_Frequently,No,2,3,3,2,2,3,Yes
361,45,Male,Married,1,Other,Research & Development,Laboratory Technician,2,26,6,6,10,26,2,5,7253,17,2,10,Travel_Frequently,Yes,3,3,3,1,4,3,Yes
362,51,Female,Married,1,Human Resources,Sales,Healthcare Representative,4,13,9,6,12,15,9,2,11867,15,0,9,Travel_Rarely,No,4,1,2,1,4,3,Yes
363,19,Male,Married,4,Life Sciences,Research & Development,Sales Executive,4,17,9,12,7,20,2,1,12062,13,0,5,Travel_Frequently,Yes,2,4,3,4,2,3,Yes
364,49,Male,Single,3,Marketing,Sales,Laboratory Technician,2,4,4,4,4,4,9,2,8852,19,3,23,Travel_Rarely,Yes,3,2,3,1,2,4,Yes
365,40,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,5,28,14,1,12,28,1,1,11801,19,2,27,Travel_Rarely,No,2,2,4,1,4,3,Yes
366,39,Female,Single,2,Marketing,Research & Development,Healthcare Representative,1,26,17,14,0,36,7,1,3894,21,0,4,Travel_Rarely,No,1,1,1,2,3,3,Yes
367,42,Male,Married,1,Human Resources,Research & Development,Human Resources,4,21,3,2,5,21,7,1,9872,21,1,6,Travel_Rarely,No,3,1,3,2,4,3,No
368,39,Female,Married,4,Human Resources,Sales,Manufacturing Director,2,13,13,3,6,13,7,6,5387,20,0,6,Travel_Rarely,No,2,4,2,4,3,3,No
369,39,Male,Married,1,Technical Degree,Sales,Laboratory Technician,3,6,2,0,6,18,1,6,8835,24,1,13,Travel_Rarely,No,4,2,4,1,1,3,No
370,59,Male,Single,5,Marketing,Research & Development,Sales Executive,2,11,1,11,11,34,8,5,7941,21,2,4,Travel_Rarely,No,4,2,1,1,1,3,Yes
371,23,Male,Single,1,Human Resources,Human Resources,Manager,5,23,3,6,1,23,6,3,13814,18,3,22,Non-Travel,Yes,4,4,3,1,3,3,Yes
372,32,Male,Married,1,Other,Research & Development,Sales Representative,1,2,0,2,2,5,4,2,6470,11,2,8,Non-Travel,No,3,1,3,3,3,3,No
373,54,Female,Married,3,Medical,Research & Development,Research Director,5,2,2,2,2,2,6,0,13003,22,2,27,Travel_Rarely,No,1,1,2,3,4,3,No
374,50,Male,Married,4,Technical Degree,Research & Development,Sales Executive,3,3,0,2,3,33,7,1,8031,13,2,5,Travel_Rarely,No,1,4,3,4,2,3,No
375,25,Female,Single,1,Life Sciences,Sales,Manufacturing Director,3,1,1,1,1,1,8,5,8649,12,2,2,Travel_Rarely,Yes,3,1,2,3,3,3,Yes
376,22,Female,Divorced,3,Technical Degree,Human Resources,Healthcare Representative,3,14,6,2,3,14,1,0,8540,14,3,9,Travel_Rarely,Yes,3,3,3,4,1,3,No
377,56,Female,Single,2,Medical,Research & Development,Research Scientist,3,31,11,7,11,36,5,6,7449,12,0,11,Travel_Rarely,No,1,1,3,1,4,3,Yes
378,21,Female,Divorced,3,Marketing,Sales,Sales Executive,2,14,0,8,4,14,8,3,8547,22,3,20,Travel_Rarely,No,4,3,2,3,1,3,No
379,23,Male,Single,3,Life Sciences,Research & Development,Research Director,3,9,6,9,9,31,5,2,7341,21,3,20,Travel_Rarely,No,1,2,1,2,4,3,Yes
380,49,Female,Married,3,Life Sciences,Sales,Manager,3,20,12,12,5,20,1,6,8096,18,3,11,Travel_Rarely,No,1,2,4,3,2,3,Yes
381,47,Male,Single,1,Marketing,Human Resources,Healthcare Representative,2,15,11,13,9,16,0,5,5859,11,3,7,Travel_Frequently,Yes,2,1,2,1,2,3,Yes
382,52,Female,Divorced,1,Technical Degree,Sales,Human Resources,3,18,11,1,9,33,2,1,9168,14,0,26,Travel_Rarely,No,4,4,1,2,1,3,No
383,57,Female,Married,2,Human Resources,Research & Development,Research Scientist,5,28,12,9,5,31,4,1,11301,15,2,14,Travel_Rarely,No,3,1,1,4,3,3,No
384,33,Male,Single,5,Technical Degree,Sales,Research Director,5,17,13,14,5,22,6,1,14008,24,0,26,Travel_Rarely,Yes,1,4,2,1,3,3,Yes
385,30,Male,Married,5,Medical,Research & Development,Human Resources,4,15,11,9,14,34,9,5,11931,20,0,6,Travel_Rarely,No,4,2,4,2,1,3,Yes
386,59,Male,Single,5,Other,Research & Development,Sales Executive,5,0,0,0,0,36,9,6,13019,14,2,4,Travel_Frequently,No,3,2,2,3,3,3,Yes
387,47,Female,Single,2,Human Resources,Research & Development,Sales Representative,1,1,1,1,1,36,2,0,3880,18,0,6,Travel_Rarely,No,2,2,3,4,3,3,Yes
388,36,Female,Divorced,5,Technical Degree,Research & Development,Research Director,1,14,9,8,7,32,8,3,5281,12,3,3,Travel_Rarely,Yes,2,4,3,3,1,4,Yes
389,34,Male,Married,5,Other,Research & Development,Laboratory Technician,1,24,8,5,6,24,9,2,3065,19,3,23,Non-Travel,No,4,4,1,2,1,3,No
390,36,Male,Married,3,Other,Sales,Manufacturing Director,2,27,1,13,16,36,3,3,5229,12,2,6,Travel_Rarely,No,1,2,3,2,2,3,Yes
391,45,Male,Married,1,Marketing,Research & Development,Laboratory Technician,5,0,0,0,0,39,9,6,11921,12,2,3,Travel_Rarely,No,3,1,4,1,1,3,Yes
392,43,Male,Married,1,Medical,Sales,Sales Representative,1,4,4,4,4,20,1,1,6614,23,2,1,Non-Travel,Yes,4,4,2,4,2,4,No
393,54,Female,Single,3,Medical,Human Resources,Human Resources,4,21,11,5,1,37,2,3,12890,12,3,28,Travel_Frequently,No,2,3,4,4,2,3,No
394,43,Male,Single,3,Medical,Research & Development,Laboratory Technician,2,35,4,1,9,39,4,0,6832,22,2,26,Travel_Rarely,No,3,2,1,2,4,3,Yes
395,40,Male,Married,3,Human Resources,Research & Development,Manager,4,12,0,0,12,33,2,4,9050,20,0,21,Travel_Rarely,No,3,4,3,1,3,4,No
396,26,Male,Divorced,1,Life Sciences,Research & Development,Research Director,5,0,0,0,0,18,4,6,13706,18,0,26,Travel_Rarely,No,1,2,3,2,1,3,Yes
397,29,Male,Single,5,Human Resources,Sales,Manager,3,15,7,7,12,26,3,4,10678,13,1,18,Travel_Rarely,No,2,3,2,2,3,3,Yes
398,18,Female,Single,3,Technical Degree,Sales,Research Scientist,4,8,0,2,4,8,9,2,12400,20,1,23,Travel_Rarely,Yes,2,1,4,4,4,4,Yes
399,18,Male,Married,2,Other,Sales,Sales Representative,3,4,4,0,2,4,2,2,7386,21,2,29,Travel_Rarely,No,2,3,4,3,1,3,No
400,51,Female,Divorced,3,Other,Research & Development,Research Scientist,2,4,4,4,4,4,5,3,6061,24,1,23,Travel_Rarely,Yes,3,1,2,3,1,3,Yes
401,49,Male,Single,4,Life Sciences,Sales,Research Scientist,4,14,0,7,4,24,7,2,12781,20,3,4,Travel_Rarely,Yes,2,1,3,4,4,3,Yes
402,42,Male,Married,3,Technical Degree,Sales,Research Scientist,4,11,4,11,11,25,3,6,9752,24,3,6,Travel_Rarely,No,4,4,1,1,3,3,No
403,57,Female,Divorced,1,Life Sciences,Research & Development,Sales Executive,2,0,0,0,0,18,8,5,6196,18,0,17,Travel_Rarely,Yes,2,1,1,4,2,3,Yes
404,18,Male,Single,3,Other,Human Resources,Sales Executive,2,16,15,7,5,29,5,0,7540,17,0,18,Travel_Rarely,No,3,1,2,1,4,3,Yes
405,33,Female,Single,4,Human Resources,Research & Development,Sales Representative,1,27,9,0,8,35,4,1,4791,20,1,6,Travel_Rarely,No,2,1,2,4,4,3,Yes
406,56,Female,Married,2,Medical,Research & Development,Healthcare Representative,5,6,3,6,6,15,2,1,12478,14,1,2,Non-Travel,No,2,2,2,1,1,3,Yes
407,22,Male,Divorced,5,Other,Sales,Laboratory Technician,4,6,0,6,6,6,4,3,11088,17,3,12,Non-Travel,No,3,4,4,2,2,3,No
408,39,Female,Single,3,Marketing,Research & Development,Sales Executive,4,17,7,8,12,17,4,1,10944,21,0,12,Travel_Rarely,No,2,4,3,2,4,3,No
409,46,Female,Married,4,Medical,Research & Development,Manager,2,20,4,11,4,20,3,3,7993,18,1,27,Travel_Rarely,Yes,1,1,3,1,3,3,Yes
410,20,Female,Married,4,Other,Sales,Sales Executive,2,11,1,11,11,30,5,2,6152,16,3,4,Travel_Rarely,No,3,2,2,4,4,3,No
411,29,Female,Married,2,Human Resources,Sales,Human Resources,5,0,0,0,0,0,2,2,12077,16,0,16,Travel_Rarely,Yes,2,1,1,2,3,3,Yes
412,43,Female,Married,1,Life Sciences,Research & Development,Research Scientist,2,2,2,2,2,2,9,5,7133,13,3,20,Travel_Rarely,No,1,4,4,4,1,3,No
413,33,Female,Married,3,Medical,Research & Development,Sales Executive,3,30,16,3,13,30,0,5,10795,15,3,10,Travel_Frequently,No,4,4,2,3,4,4,No
414,54,Female,Married,4,Human Resources,Sales,Sales Representative,3,20,5,4,14,24,6,0,10340,20,0,25,Travel_Rarely,No,3,4,4,2,3,3,No
415,39,Female,Married,2,Technical Degree,Research & Development,Manager,3,7,7,5,7,7,6,1,9343,12,3,10,Travel_Rarely,Yes,2,4,2,4,1,3,Yes
416,46,Male,Married,5,Marketing,Research & Development,Manager,3,0,0,0,0,0,3,6,10092,22,1,7,Non-Travel,Yes,3,2,4,4,1,3,Yes
417,31,Male,Married,4,Medical,Research & Development,Healthcare Representative,5,6,6,6,6,6,8,5,12238,15,3,14,Travel_Rarely,No,1,3,1,3,1,3,No
418,45,Female,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,4,5,5,5,5,6,1,0,9424,15,1,7,Travel_Rarely,No,3,3,1,4,4,3,No
419,22,Male,Single,1,Technical Degree,Research & Development,Manufacturing Director,3,7,7,7,5,7,0,4,9236,17,2,12,Travel_Rarely,No,4,2,1,1,1,3,Yes
420,47,Female,Married,1,Human Resources,Research & Development,Laboratory Technician,2,18,5,3,14,18,2,5,5160,14,2,11,Travel_Rarely,No,2,1,1,2,1,3,Yes
421,22,Female,Married,4,Marketing,Human Resources,Research Director,3,16,1,13,11,16,6,0,9760,24,2,17,Non-Travel,Yes,4,4,3,1,3,3,Yes
422,29,Male,Single,4,Life Sciences,Research & Development,Sales Representative,5,5,5,5,5,10,8,3,12564,21,3,11,Travel_Rarely,Yes,1,4,3,3,1,3,No
423,33,Female,Married,3,Human Resources,Research & Development,Human Resources,2,10,3,5,0,10,1,3,7428,16,2,21,Travel_Rarely,No,3,4,4,1,4,3,No
424,43,Female,Married,2,Human Resources,Research & Development,Sales Executive,3,37,11,12,15,37,5,0,7243,19,2,3,Travel_Rarely,No,2,2,2,4,2,3,Yes
425,43,Female,Single,4,Medical,Research & Development,Sales Representative,4,1,1,0,1,1,2,2,9182,14,3,19,Non-Travel,Yes,2,2,3,3,1,3,Yes
426,38,Female,Married,3,Medical,Human Resources,Manufacturing Director,2,3,1,1,1,3,4,4,5543,21,0,22,Travel_Rarely,No,1,4,2,3,4,4,No
427,56,Male,Single,3,Life Sciences,Sales,Sales Representative,2,27,13,7,16,27,8,0,7826,24,3,4,Travel_Rarely,No,1,4,4,1,1,3,Yes
428,53,Female,Single,4,Other,Human Resources,Sales Executive,4,7,7,3,2,32,2,5,11995,16,1,8,Travel_Rarely,Yes,3,1,2,3,4,3,No
429,50,Female,Married,1,Other,Research & Development,Healthcare Representative,2,10,1,9,2,10,0,2,6571,23,3,14,Travel_Rarely,No,2,3,1,1,1,3,Yes
430,47,Female,Single,2,Human Resources,Research & Development,Laboratory Technician,3,2,2,2,2,2,4,0,7092,22,0,20,Travel_Rarely,No,1,2,1,1,3,3,Yes
431,54,Male,Married,2,Medical,Sales,Healthcare Representative,2,12,8,3,12,39,0,1,7415,19,2,24,Non-Travel,No,2,3,3,1,2,3,No
432,40,Female,Married,1,Marketing,Research & Development,Manufacturing Director,3,4,4,4,4,4,7,5,7158,20,3,14,Travel_Rarely,No,3,4,4,3,2,4,No
433,27,Male,Divorced,4,Marketing,Research & Development,Research Scientist,4,20,12,8,5,20,6,5,11445,22,2,28,Travel_Rarely,Yes,4,3,3,3,4,4,Yes
434,22,Male,Married,2,Human Resources,Sales,Manufacturing Director,1,17,11,8,0,21,1,3,6251,11,1,16,Travel_Rarely,No,1,3,3,2,4,3,Yes
435,53,Female,Single,4,Medical,Human Resources,Laboratory Technician,4,18,2,3,6,36,8,1,9437,18,0,15,Travel_Rarely,No,3,2,3,1,2,3,Yes
436,51,Female,Married,4,Life Sciences,Sales,Sales Executive,3,10,10,10,10,10,4,1,9420,11,2,12,Non-Travel,No,4,2,4,1,3,3,Yes
437,48,Male,Single,3,Life Sciences,Sales,Research Director,5,21,14,14,6,21,6,5,11305,14,2,16,Travel_Rarely,No,3,1,1,1,3,4,Yes
438,27,Female,Married,1,Life Sciences,Research & Development,Healthcare Representative,4,12,12,7,10,12,3,4,12032,13,2,20,Travel_Rarely,No,1,4,1,1,1,3,Yes
439,36,Male,Divorced,4,Marketing,Research & Development,Manufacturing Director,5,1,1,1,1,2,0,6,14450,14,2,19,Travel_Frequently,No,3,1,3,1,3,3,Yes
440,49,Male,Single,5,Medical,Research & Development,Healthcare Representative,5,12,12,0,12,12,7,2,12973,24,3,5,Travel_Frequently,Yes,2,2,2,1,2,4,Yes
441,18,Female,Married,1,Medical,Sales,Manufacturing Director,3,22,3,14,8,27,0,3,10289,17,0,12,Travel_Rarely,No,1,1,1,1,2,3,Yes
442,22,Female,Married,2,Marketing,Human Resources,Laboratory Technician,3,10,7,6,8,10,2,1,7981,23,0,29,Travel_Frequently,No,2,3,1,2,3,3,Yes
443,21,Male,Divorced,3,Life Sciences,Sales,Healthcare Representative,1,10,2,0,10,10,5,3,5376,24,2,5,Travel_Rarely,No,3,3,4,2,3,4,No
444,33,Male,Married,2,Life Sciences,Sales,Manufacturing Director,2,10,1,2,10,20,7,5,6888,19,0,10,Travel_Frequently,No,1,2,1,4,2,3,No
445,41,Male,Single,2,Human Resources,Sales,Sales Executive,4,20,7,7,9,20,7,2,9342,19,2,26,Travel_Rarely,No,2,3,1,1,2,3,Yes
446,33,Male,Married,1,Other,Research & Development,Laboratory Technician,3,6,6,6,5,6,1,0,10810,20,1,17,Travel_Rarely,No,2,4,3,1,2,3,Yes
447,19,Female,Single,2,Technical Degree,Human Resources,Research Director,4,1,1,1,1,16,8,1,11771,11,1,15,Travel_Rarely,No,2,2,3,2,2,3,Yes
448,45,Female,Married,4,Other,Research & Development,Sales Representative,5,13,6,2,8,13,3,2,12888,20,1,8,Non-Travel,No,4,4,4,2,2,4,No
449,49,Female,Divorced,2,Medical,Research & Development,Research Scientist,2,16,8,0,5,32,3,6,8234,11,0,8,Travel_Rarely,No,2,2,4,1,3,4,Yes
450,44,Female,Married,3,Medical,Sales,Sales Executive,1,10,10,0,1,10,1,3,4901,19,2,8,Non-Travel,No,2,2,2,1,3,3,Yes
451,37,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,4,12,12,6,12,12,0,5,11205,14,3,10,Travel_Frequently,Yes,3,3,1,2,1,3,Yes
452,41,Male,Single,5,Other,Research & Development,Healthcare Representative,2,0,0,0,0,0,9,2,6133,22,3,20,Non-Travel,No,3,2,3,2,1,3,Yes
453,29,Female,Married,3,Technical Degree,Research & Development,Sales Executive,1,21,14,12,15,33,6,0,6638,23,1,13,Travel_Rarely,No,3,2,3,4,4,3,No
454,52,Female,Married,2,Human Resources,Sales,Laboratory Technician,4,4,2,4,4,8,9,2,11397,24,1,16,Travel_Rarely,No,3,1,1,4,1,3,No
455,50,Female,Single,3,Other,Research & Development,Laboratory Technician,2,12,12,0,9,12,2,5,7773,13,0,9,Travel_Rarely,Yes,4,3,4,1,3,3,No
456,50,Female,Divorced,1,Technical Degree,Research & Development,Healthcare Representative,3,15,13,5,9,36,3,3,7364,23,3,16,Travel_Rarely,No,3,4,3,2,1,3,No
457,54,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,4,12,7,12,9,29,8,1,10920,19,0,10,Travel_Rarely,Yes,3,2,4,4,1,3,Yes
458,29,Male,Married,4,Life Sciences,Research & Development,Human Resources,2,25,4,5,8,36,5,6,7062,15,1,3,Travel_Rarely,No,3,4,3,1,3,4,No
459,20,Male,Married,1,Medical,Sales,Sales Executive,1,6,3,6,0,6,0,6,5200,22,2,23,Travel_Rarely,Yes,2,1,3,4,2,3,Yes
460,18,Male,Married,5,Marketing,Research & Development,Manufacturing Director,2,13,13,3,3,13,8,1,5531,16,2,22,Travel_Rarely,No,4,2,2,4,3,3,No
461,50,Female,Single,4,Medical,Sales,Manufacturing Director,3,5,5,5,2,5,8,4,10014,11,2,25,Travel_Rarely,Yes,3,4,3,4,3,3,No
462,57,Male,Married,2,Marketing,Research & Development,Sales Executive,4,11,5,6,9,33,4,3,12471,11,1,28,Travel_Rarely,Yes,2,3,1,3,4,3,Yes
463,27,Male,Married,2,Technical Degree,Research & Development,Research Scientist,4,13,5,11,11,15,7,6,10075,23,0,14,Travel_Rarely,No,1,1,1,1,4,3,Yes
464,46,Female,Divorced,2,Life Sciences,Sales,Sales Executive,4,17,2,8,5,36,6,4,9854,24,2,13,Travel_Frequently,Yes,4,1,1,4,4,3,Yes
465,30,Female,Married,4,Other,Human Resources,Manager,3,26,14,11,1,35,7,4,7468,17,3,4,Travel_Frequently,No,3,4,4,1,2,3,No
466,29,Female,Married,4,Marketing,Research & Development,Laboratory Technician,1,5,2,0,5,5,8,5,4344,20,3,4,Travel_Rarely,No,2,2,3,1,1,3,Yes
467,48,Male,Married,4,Technical Degree,Sales,Sales Representative,4,7,7,4,1,7,1,5,9878,18,1,6,Travel_Rarely,No,1,2,4,2,4,3,Yes
468,19,Male,Married,1,Life Sciences,Research & Development,Healthcare Representative,1,15,2,14,8,23,9,5,5643,21,3,24,Travel_Rarely,Yes,1,3,2,1,3,3,Yes
469,52,Female,Married,1,Other,Sales,Human Resources,2,2,2,2,2,2,4,0,5366,18,3,19,Travel_Rarely,No,2,3,3,4,4,3,No
470,40,Female,Married,2,Marketing,Research & Development,Sales Representative,1,3,3,2,1,3,7,3,5002,24,1,11,Travel_Rarely,No,2,2,1,1,3,3,Yes
471,34,Male,Divorced,3,Medical,Research & Development,Manufacturing Director,1,28,0,6,7,31,2,1,6909,23,0,8,Travel_Rarely,No,4,1,2,2,2,3,Yes
472,43,Male,Married,2,Medical,Human Resources,Healthcare Representative,4,0,0,0,0,0,5,3,12557,17,2,14,Travel_Rarely,No,2,3,2,3,4,3,No
473,25,Female,Married,5,Medical,Research & Development,Healthcare Representative,5,25,15,3,16,33,5,5,14807,23,1,8,Travel_Rarely,Yes,3,3,3,3,3,3,No
474,46,Female,Single,1,Technical Degree,Research & Development,Healthcare Representative,5,8,8,8,3,8,6,0,11640,21,3,14,Travel_Rarely,No,1,1,1,2,1,3,Yes
475,43,Male,Single,4,Medical,Research & Development,Human Resources,3,11,0,11,11,11,2,3,7861,19,2,23,Non-Travel,No,3,2,4,4,2,3,No
476,27,Female,Single,1,Human Resources,Sales,Laboratory Technician,3,9,3,0,9,9,7,3,9941,11,2,7,Travel_Rarely,No,3,4,3,4,3,3,No
477,43,Male,Single,4,Life Sciences,Research & Development,Manager,5,8,2,0,8,9,7,4,14087,12,2,21,Travel_Rarely,No,3,3,1,4,1,3,No
478,51,Male,Married,5,Technical Degree,Research & Development,Research Director,2,13,4,9,13,22,8,3,6434,23,1,18,Travel_Rarely,No,1,1,2,1,1,3,Yes
479,58,Male,Married,5,Other,Sales,Human Resources,4,5,5,1,5,5,7,4,12345,13,2,12,Travel_Rarely,No,1,3,3,3,3,3,No
480,24,Male,Married,1,Medical,Research & Development,Sales Representative,4,23,11,14,16,23,2,4,9588,23,0,14,Travel_Frequently,No,1,1,2,4,4,3,Yes
481,21,Female,Married,4,Life Sciences,Research & Development,Laboratory Technician,2,23,12,1,1,23,5,2,8883,22,3,15,Non-Travel,No,2,3,1,3,1,3,No
482,28,Female,Divorced,5,Marketing,Research & Development,Sales Executive,2,2,2,0,2,20,8,5,6329,23,1,18,Travel_Frequently,No,3,2,4,2,2,3,Yes
483,46,Male,Married,2,Medical,Sales,Manufacturing Director,5,15,15,7,4,30,0,6,11091,15,1,29,Travel_Rarely,No,4,1,4,3,1,3,Yes
484,53,Male,Married,2,Life Sciences,Sales,Manager,3,19,12,5,6,29,2,0,7457,14,2,12,Travel_Frequently,No,2,4,2,4,4,3,No
485,42,Male,Married,4,Human Resources,Sales,Laboratory Technician,2,31,4,5,15,33,1,4,8341,14,3,10,Travel_Rarely,No,2,4,2,3,2,3,No
486,38,Male,Married,1,Marketing,Research & Development,Sales Executive,3,17,3,9,15,17,7,3,8075,18,2,12,Non-Travel,Yes,4,3,2,2,2,3,Yes
487,53,Male,Single,5,Human Resources,Sales,Manager,1,11,11,9,11,11,5,4,4884,18,2,8,Travel_Rarely,No,3,4,3,3,2,3,No
488,27,Female,Married,1,Other,Research & Development,Sales Executive,4,15,11,8,6,34,9,4,10144,21,1,27,Travel_Rarely,No,4,3,1,1,3,3,Yes
489,54,Female,Divorced,2,Life Sciences,Sales,Human Resources,5,6,6,4,6,6,7,4,12994,17,0,6,Non-Travel,No,1,1,2,2,1,3,Yes
490,26,Female,Married,5,Human Resources,Research & Development,Sales Executive,4,7,5,7,7,39,1,1,12121,11,3,24,Non-Travel,Yes,3,1,2,1,4,3,Yes
491,41,Female,Single,1,Other,Research & Development,Manager,5,18,8,3,10,24,5,6,12914,20,3,19,Travel_Rarely,No,2,4,2,1,3,4,No
492,52,Male,Married,3,Life Sciences,Research & Development,Sales Executive,1,5,0,5,5,5,6,6,5039,14,3,1,Travel_Rarely,No,1,4,4,4,3,3,No
493,52,Male,Married,4,Life Sciences,Sales,Sales Representative,4,0,0,0,0,0,7,1,12546,11,3,13,Travel_Rarely,No,1,2,2,4,2,3,Yes
494,53,Male,Single,4,Human Resources,Research & Development,Laboratory Technician,1,13,13,5,11,15,8,1,4515,21,0,22,Travel_Rarely,No,2,1,1,2,3,3,Yes
495,35,Male,Married,3,Life Sciences,Sales,Manager,5,3,3,3,3,3,4,1,14856,24,1,16,Travel_Rarely,Yes,4,4,4,4,1,3,No
496,56,Male,Divorced,2,Medical,Research & Development,Sales Representative,2,16,0,13,5,28,2,6,6403,15,0,18,Travel_Rarely,No,1,4,1,3,3,3,No
497,49,Female,Married,5,Life Sciences,Research & Development,Sales Executive,4,14,1,0,8,37,1,2,12703,13,2,12,Travel_Rarely,No,1,4,4,2,3,3,No
498,41,Male,Single,4,Technical Degree,Sales,Sales Executive,1,27,10,6,7,27,7,4,3386,13,1,25,Travel_Rarely,No,3,3,4,4,2,4,No
499,40,Female,Married,3,Other,Research & Development,Healthcare Representative,4,12,2,7,12,21,0,2,10981,14,0,5,Travel_Frequently,No,3,2,3,4,2,3,No
500,49,Female,Divorced,3,Life Sciences,Research & Development,Manager,4,7,7,7,7,7,9,3,10630,12,3,21,Non-Travel,Yes,2,1,4,3,3,3,Yes
501,54,Female,Married,2,Technical Degree,Sales,Human Resources,4,31,5,10,1,31,5,6,10684,17,3,13,Travel_Rarely,No,2,4,4,1,2,3,Yes
502,29,Female,Single,2,Life Sciences,Research & Development,Sales Executive,3,32,5,7,3,32,1,5,8312,22,1,26,Travel_Rarely,Yes,2,4,1,3,4,3,Yes
503,30,Male,Married,1,Life Sciences,Sales,Manufacturing Director,1,12,1,6,5,12,2,6,4792,23,0,8,Travel_Rarely,No,4,4,1,1,4,3,Yes
504,40,Female,Married,4,Human Resources,Research & Development,Research Director,1,26,9,2,2,26,7,0,6525,14,1,6,Non-Travel,No,1,3,2,4,4,3,No
505,42,Female,Married,1,Medical,Research & Development,Human Resources,4,15,5,1,2,17,0,2,9370,15,3,3,Non-Travel,No,2,1,3,1,3,3,Yes
506,52,Female,Married,3,Other,Sales,Laboratory Technician,2,17,16,14,10,17,5,1,7231,22,0,25,Travel_Rarely,No,3,4,4,1,1,4,No
507,58,Male,Single,5,Medical,Research & Development,Research Scientist,4,12,12,2,9,12,2,1,9771,24,3,26,Travel_Frequently,No,1,4,3,4,1,3,No
508,47,Male,Divorced,5,Marketing,Research & Development,Manufacturing Director,3,0,0,0,0,21,5,3,8685,12,1,20,Travel_Rarely,No,2,3,2,2,2,3,Yes
509,34,Male,Single,2,Human Resources,Human Resources,Research Scientist,5,13,13,3,13,13,2,4,11204,16,1,26,Travel_Rarely,No,1,3,3,3,1,3,No
510,37,Female,Married,5,Human Resources,Research & Development,Sales Executive,3,10,1,5,8,10,7,0,7953,19,1,4,Travel_Rarely,No,1,2,4,4,1,3,No
511,42,Female,Single,5,Medical,Human Resources,Laboratory Technician,2,32,8,11,14,38,4,2,7219,18,1,12,Travel_Rarely,Yes,1,2,1,3,3,4,Yes
512,39,Male,Married,5,Human Resources,Research & Development,Sales Representative,4,21,11,6,2,21,3,4,9824,18,1,13,Non-Travel,No,2,1,3,3,2,3,Yes
513,30,Female,Married,3,Medical,Research & Development,Sales Executive,1,35,6,11,10,35,8,4,3221,12,2,2,Travel_Rarely,No,1,2,4,1,1,3,Yes
514,36,Male,Married,5,Human Resources,Research & Development,Research Scientist,4,16,8,3,9,16,4,5,10191,14,1,19,Travel_Rarely,No,1,1,2,4,4,3,Yes
515,53,Male,Single,5,Life Sciences,Research & Development,Sales Executive,2,22,15,9,3,31,3,5,8315,18,1,4,Travel_Rarely,No,1,2,4,2,2,3,Yes
